Gaspar_code,Family,Genus,Species,Sizec,Size,Mobility,Activity,Schooling,Position,Diet_Mouillot_2014,Diet_Parravicini_2020
46314,Gobiidae,Gobiopsis,atrata,8.5,2,1,1,1,1,OM,Microinvertivores
4632,Siganidae,Siganus,niger,22,3,2,1,2,1,HD,Herbivores Microvores Detritivores
46324,Syngnathidae,Hippocampus,abdominalis,35,4,1,3,1,1,IM,Microinvertivores
46366,Tetrarogidae,Snyderina,guentheri,21.5,3,1,3,1,1,FC,
46367,Synanceiidae,Minous,dempsterae,15,3,1,3,1,1,FC,
46368,Synanceiidae,Minous,inermis,14,2,1,3,1,1,FC,
46372,Cirrhitidae,Cirrhitichthys,calliurus,12,2,1,1,1,1,IM,Crustacivores
46373,Labridae,Halichoeres,stigmaticus,12.8,2,2,1,1,NA,IM,Microinvertivores
46374,Mullidae,Parupeneus,margaritatus,23,3,2,1,3,1,IM,Crustacivores
46379,Haemulidae,Pomadasys,punctulatus,30,4,3,NA,NA,1,IM,Microinvertivores
46389,Gobiidae,Callogobius,bifasciatus,7,2,1,1,1,1,IM,Microinvertivores
46395,Gobiidae,Coryogalops,bulejiensis,4.5,1,1,1,1,1,OM,Microinvertivores
46396,Gobiidae,Coryogalops,monospilus,5,1,1,1,1,1,OM,Microinvertivores
46398,Gobiidae,Eviota,pardalota,2.2,1,1,1,1,1,IM,
46399,Gobiidae,Gobiodon,reticulatus,2.1,1,1,1,1,1,IS,
46402,Gobiidae,Hetereleotris,vulgaris,4,1,1,1,1,1,IM,Microinvertivores
46404,Gobiidae,Lobulogobius,omanensis,5,1,1,1,1,1,OM,Microinvertivores
46405,Gobiidae,Gobiopsis,canalis,6.3,1,1,1,1,1,OM,Microinvertivores
46409,Gobiidae,Priolepis,randalli,5.1,1,1,1,1,1,OM,Microinvertivores
46411,Blenniidae,Alticus,kirkii,11,2,1,1,1,1,HD,Herbivores Microvores Detritivores
46412,Blenniidae,Antennablennius,adenensis,5,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46413,Blenniidae,Antennablennius,hypenetes,6.5,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46414,Blenniidae,Antennablennius,simonyi,5.5,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46415,Blenniidae,Antennablennius,variopunctatus,7.5,2,1,1,1,1,HD,Herbivores Microvores Detritivores
46416,Blenniidae,Mimoblennius,cirrosus,5.4,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46417,Blenniidae,Oman,ypsilon,4,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46418,Blenniidae,Omobranchus,mekranensis,6,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46419,Blenniidae,Parablennius,opercularis,6,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46422,Blenniidae,Parablennius,thysanius,6.2,1,1,1,1,1,HD,Herbivores Microvores Detritivores
46423,Blenniidae,Petroscirtes,ancylodon,11.5,2,1,1,1,1,OM,Herbivores Microvores Detritivores
46429,Pinguipedidae,Parapercis,maculata,20,3,2,1,1,1,IM,Crustacivores
46431,Gobiidae,Bathygobius,meggitti,6,1,1,1,1,1,IM,Microinvertivores
46433,Balistidae,Canthidermis,macrolepis,60,5,3,NA,NA,NA,PK,Planktivores
46437,Serranidae,Pseudanthias,townsendi,9,2,1,1,NA,2,PK,Crustacivores
46445,Apogonidae,Apogon,holotaenia,8,2,1,3,4,2,PK,
46448,Serranidae,Sacura,boulengeri,19,3,1,1,5,2,PK,Crustacivores
46462,Labridae,Coris,nigrotaenia,43.5,4,2,1,1,1,IM,Macroinvertivores
46463,Sparidae,Boops,lineatus,25,3,3,1,4,2,PK,Crustacivores
46467,Bythitidae,Ogilbia,ventralis,7.800000191,2,1,3,1,1,IM,
46469,Gobiesocidae,Arcos,decoris,2.799999952,1,1,1,1,1,OM,
46470,Gobiesocidae,Arcos,erythrops,3.5,1,1,1,1,1,OM,
46471,Gobiesocidae,Arcos,rhodospilus,5,1,1,1,1,1,OM,
46473,Gobiesocidae,Gobiesox,adustus,4.5,1,1,1,1,1,IM,
46474,Labridae,Bodianus,prognathus,17.9,3,2,1,1,1,IM,Microinvertivores
46475,Gobiesocidae,Gobiesox,woodsi,4.800000191,1,1,1,1,1,OM,
46478,Gobiesocidae,Tomicodon,bidens,2.799999952,1,1,1,1,1,OM,
46481,Gobiesocidae,Tomicodon,petersii,3.5,1,1,1,1,1,OM,
46484,Pseudochromidae,Pseudochromis,andamanensis,7,2,1,1,1,1,IM,Microinvertivores
46486,Pseudochromidae,Pseudochromis,elongatus,6.5,1,1,1,1,1,IM,Microinvertivores
46488,Apogonidae,Rhabdamia,nigrimentum,5.5,1,1,3,NA,NA,PK,Microinvertivores
46491,Labridae,Bodianus,sanguineus,19,3,2,1,1,1,IM,Microinvertivores
46499,Trichonotidae,Trichonotus,halstead,15,3,1,1,3,2,PK,
4651,Priacanthidae,Priacanthus,tayenus,35,4,3,3,4,2,IM,Crustacivores
46510,Serranidae,Pseudanthias,olivaceus,8.77,2,1,1,5,2,PK,Crustacivores
46511,Serranidae,Pseudanthias,aurulentus,4.63,1,1,1,5,2,PK,Crustacivores
46517,Labridae,Cirrhilabrus,flavidorsalis,6.5,1,1,1,4,2,PK,Planktivores
46518,Apogonidae,Apogon,flavus,9.59,2,1,3,NA,2,PK,
46519,Apogonidae,Apogon,capricornis,5.76,1,1,3,NA,NA,PK,
46525,Pinguipedidae,Parapercis,colemani,8.22,2,2,1,1,1,IM,Microinvertivores
46531,Gobiidae,Amblyeleotris,yanoi,13,2,1,1,1,1,IM,Microinvertivores
46533,Gobiidae,Amblyeleotris,masuii,11,2,1,1,1,1,IM,Microinvertivores
46535,Gobiidae,Psilogobius,mainlandi,3.7,1,1,1,1,1,OM,Microinvertivores
46537,Serranidae,Serranus,socorroensis,8,2,2,3,1,1,FC,Crustacivores
46538,Serranidae,Pseudogramma,thaumasia,8.399999619,2,1,3,1,1,IM,Crustacivores
46539,Tripterygiidae,Enneanectes,carminalis,3,1,1,NA,NA,NA,IM,
4654,Pomacentridae,Amphiprion,melanopus,12,2,1,1,3,1,PK,Planktivores
46543,Tripterygiidae,Axoclinus,cocoensis,3.5,1,1,NA,NA,NA,IM,
46547,Tripterygiidae,Axoclinus,lucillae,3,1,1,NA,NA,NA,IM,
46548,Tripterygiidae,Axoclinus,multicinctus,3,1,1,NA,NA,NA,IM,
4655,Pomacentridae,Amphiprion,tricinctus,12,2,1,1,3,1,PK,Planktivores
46550,Tripterygiidae,Axoclinus,nigricaudus,4.5,1,1,NA,NA,NA,IM,
46553,Opistognathidae,Opistognathus,scops,12,2,1,1,1,1,IM,Microinvertivores
46557,Opistognathidae,Opistognathus,panamaensis,10,2,1,1,1,1,PK,Microinvertivores
46572,Opistognathidae,Opistognathus,rhomaleus,51,5,1,1,1,1,IM,Piscivores
46573,Blenniidae,Meiacanthus,abditus,6.5,1,1,1,4,2,PK,Herbivores Microvores Detritivores
46576,Opistognathidae,Opistognathus,galapagensis,16,3,1,1,1,1,IM,Crustacivores
46578,Opistognathidae,Opistognathus,rosenblatti,10,2,1,1,1,1,PK,Microinvertivores
46579,Labridae,Xyrichtys,victori,15,3,2,1,1,1,IM,Planktivores
46582,Labridae,Halichoeres,discolor,15,3,1,1,3,1,IM,Macroinvertivores
4659,Diodontidae,Diodon,holocanthus,50,4,2,2,1,1,IM,Macroinvertivores
46598,Apogonidae,Apogon,retrosella,10,2,1,3,3,2,PK,Crustacivores
46600,Apogonidae,Apogon,atricaudus,8,2,1,3,3,2,PK,Microinvertivores
46602,Tripterygiidae,Axoclinus,rubinoffi,3.5,1,1,NA,NA,NA,IM,
46606,Tripterygiidae,Crocodilichthys,gracilis,6.400000095,1,1,NA,NA,NA,OM,
46611,Tripterygiidae,Enneanectes,reticulatus,4.5,1,1,NA,NA,NA,IM,
46613,Blenniidae,Meiacanthus,limbatus,3.7,1,1,1,NA,2,PK,Herbivores Microvores Detritivores
46616,Tripterygiidae,Lepidonectes,bimaculata,6.800000191,1,1,NA,NA,NA,IM,
46617,Tripterygiidae,Lepidonectes,clarkhubbsi,6.5,1,1,NA,NA,NA,IM,
46621,Blenniidae,Meiacanthus,naevius,3.58,1,1,1,NA,2,PK,Herbivores Microvores Detritivores
46622,Dactyloscopidae,Dactyloscopus,pectoralis,5.199999809,1,2,NA,1,1,IM,
46625,Blenniidae,Meiacanthus,crinitus,10,2,1,1,2,2,PK,Herbivores Microvores Detritivores
46628,Blenniidae,Meiacanthus,geminatus,4.71,1,1,1,1,2,IM,Herbivores Microvores Detritivores
46629,Dactyloscopidae,Gillellus,chathamensis,3.799999952,1,2,NA,1,1,IM,
46632,Blenniidae,Meiacanthus,vicinus,4.13,1,1,1,2,2,PK,Herbivores Microvores Detritivores
46656,Dactyloscopidae,Platygillellus,altivelis,4.400000095,1,2,NA,1,1,IM,
46657,Dactyloscopidae,Platygillellus,bussingi,5,1,2,NA,1,1,IM,
46659,Labrisomidae,Exerpes,asper,6.5,1,1,1,1,1,IM,
46661,Labrisomidae,Labrisomus,jenkinsi,13,2,1,1,1,1,IM,
46663,Labrisomidae,Labrisomus,striatus,6,1,1,1,1,1,IM,
46665,Labrisomidae,Malacoctenus,ebisui,6.5,1,1,1,1,1,IM,
46670,Labrisomidae,Malacoctenus,gigas,13,2,1,1,1,1,IM,
46679,Labrisomidae,Malacoctenus,zonifer,8,2,1,1,1,1,IM,
46683,Labrisomidae,Dialommus,macrocephalus,11,2,1,1,1,1,IM,
46684,Blenniidae,Meiacanthus,oualanensis,5,1,1,1,2,2,IM,Herbivores Microvores Detritivores
46686,Labrisomidae,Paraclinus,monophthalmus,8.5,2,1,1,1,1,IM,
46688,Blenniidae,Meiacanthus,tongaensis,6.72,1,1,1,4,2,PK,Herbivores Microvores Detritivores
46689,Labrisomidae,Paraclinus,sini,6,1,1,1,1,1,IM,
46691,Labrisomidae,Paraclinus,tanygnathus,3.5,1,1,1,1,1,IM,
46693,Labrisomidae,Starksia,fulva,4.5,1,1,1,1,1,IM,
46695,Labrisomidae,Starksia,galapagensis,4.5,1,1,1,1,1,IM,
46696,Blenniidae,Meiacanthus,procne,3.44,1,1,1,3,2,PK,Herbivores Microvores Detritivores
46697,Labrisomidae,Starksia,posthon,4,1,1,1,1,1,IM,
46699,Labrisomidae,Starksia,spinipenis,5,1,1,1,1,1,IM,
46702,Labrisomidae,Xenomedea,rhodopyga,6.5,1,1,1,1,1,IM,
46703,Chaenopsidae,Acanthemblemaria,balanorum,4.5,1,1,1,1,1,IM,
46704,Chaenopsidae,Acanthemblemaria,crockeri,6,1,1,1,1,1,PK,
46709,Chaenopsidae,Acanthemblemaria,exilispinus,5.5,1,1,1,1,1,PK,
46714,Chaenopsidae,Acanthemblemaria,hancocki,4.5,1,1,1,1,1,PK,
46717,Chaenopsidae,Acanthemblemaria,macrospilus,6,1,1,1,1,1,PK,
46723,Blenniidae,Meiacanthus,reticulatus,6.28,1,1,1,3,2,PK,Herbivores Microvores Detritivores
46725,Chaenopsidae,Acanthemblemaria,stephensi,5,1,1,1,1,1,PK,
46727,Chaenopsidae,Chaenopsis,deltarrhis,7.5,2,1,1,1,1,PK,
46728,Chaenopsidae,Coralliozetus,angelicus,3.5,1,1,1,1,1,IM,
46729,Chaenopsidae,Coralliozetus,micropes,4,1,1,1,1,1,IM,
46733,Chaenopsidae,Coralliozetus,rosenblatti,3.5,1,1,1,1,1,PK,
46735,Chaenopsidae,Coralliozetus,springeri,2.5,1,1,1,1,1,PK,
46736,Blenniidae,Plagiotremus,spilistius,17.4,3,1,1,1,2,IM,Herbivores Microvores Detritivores
46739,Labrisomidae,Malacoctenus,margaritae,6.5,1,1,1,1,1,IM,
46741,Labrisomidae,Malacoctenus,hubbsi,9,2,1,1,1,1,IM,
46744,Chaenopsidae,Ekemblemaria,myersi,7,2,1,1,1,1,IM,
46774,Chaenopsidae,Emblemaria,hypacanthus,5,1,1,1,1,1,IM,
46776,Chaenopsidae,Emblemaria,nivipes,4.199999809,1,1,1,1,1,PK,
46778,Chaenopsidae,Emblemaria,piratica,4,1,1,1,1,1,PK,
46780,Chaenopsidae,Emblemaria,walkeri,6.5,1,1,1,1,1,PK,
46783,Chaenopsidae,Mccoskerichthys,sandae,8,2,1,1,1,1,PK,
46785,Chaenopsidae,Cirriemblemaria,lucasana,4,1,1,1,1,1,IM,
46787,Tripterygiidae,Enneapterygius,niger,3.2,1,1,1,1,1,OM,
46788,Chaenopsidae,Stathmonotus,sinuscalifornici,6.5,1,1,1,1,1,IM,
46789,Chaenopsidae,Tanyemblemaria,alleni,5.400000095,1,1,1,1,1,IM,
46791,Blenniidae,Entomacrodus,chiostictus,7.5,2,1,1,1,1,HD,Herbivores Microvores Detritivores
46793,Blenniidae,Hypsoblennius,caulopus,9,2,1,1,1,1,OM,Herbivores Microvores Detritivores
46798,Labridae,Dotalabrus,aurantiacus,14,2,2,1,3,1,IM,Microinvertivores
46799,Blenniidae,Hypsoblennius,striatus,8,2,1,1,1,1,OM,Herbivores Microvores Detritivores
46800,Tripterygiidae,Enneapterygius,atrogulare,5,1,1,1,1,1,OM,
46802,Ammodytidae,Ammodytoides,gilli,11.60000038,2,2,NA,3,2,PK,
46803,Gobiidae,Aruma,histrio,6.5,1,1,1,1,1,IM,Microinvertivores
46806,Blenniidae,Parahypsos,piersoni,3,1,1,1,1,1,OM,Herbivores Microvores Detritivores
46807,Blenniidae,Hypsoblennius,paytensis,10,2,1,1,1,1,OM,Herbivores Microvores Detritivores
46810,Gobiidae,Barbulifer,mexicanus,3.5,1,1,1,1,1,IM,Microinvertivores
46813,Microdesmidae,Cerdale,ionthas,7.5,2,1,1,1,1,IM,Microinvertivores
46818,Labridae,Dotalabrus,alleni,11,2,2,1,3,1,IM,Microinvertivores
46819,Gobiidae,Barbulifer,pantherinus,5.199999809,1,1,1,1,1,IM,Microinvertivores
46823,Labridae,Notolabrus,parilus,35,4,2,1,1,1,IM,Microinvertivores
46825,Gobiidae,Chriolepis,minutillus,3.200000048,1,1,1,1,1,IM,Microinvertivores
46827,Gobiidae,Chriolepis,zebra,4.400000095,1,1,1,1,1,IM,Microinvertivores
46829,Gobiidae,Chriolepis,cuneata,3.1,1,1,1,1,1,IM,Microinvertivores
46830,Gobiidae,Chriolepis,dialepta,5,1,1,1,1,1,IM,Microinvertivores
46833,Gobiidae,Chriolepis,tagus,1.600000024,1,1,1,1,1,IM,
46838,Labridae,Notolabrus,gymnogenis,23,3,2,1,1,1,IM,Microinvertivores
46846,Gobiidae,Pycnomma,semisquamatum,6.300000191,1,1,1,1,1,IM,
46849,Gobiidae,Lythrypnus,rhizophora,3.400000095,1,1,1,2,1,IM,Microinvertivores
46850,Labridae,Notolabrus,celidotus,23.9,3,2,1,1,1,IM,Microinvertivores
46852,Gobiidae,Lythrypnus,alphigena,4.4,1,1,1,2,1,IM,
46859,Gobiidae,Lythrypnus,pulchellus,4.5,1,1,NA,NA,NA,IM,Microinvertivores
46862,Gobiidae,Lythrypnus,insularis,2.5,1,1,1,1,1,OM,
46863,Gobiidae,Lythrypnus,solanensis,3.4,1,1,1,2,1,IM,Microinvertivores
46866,Cyprinidae,Gobiosoma,chiquita,6.5,1,1,1,1,1,IM,Microinvertivores
46867,Gobiidae,Eleotrica,cableae,7,2,1,1,1,1,IM,Microinvertivores
46868,Gobiidae,Elacatinus,janssi,3,1,1,1,1,1,IM,
46869,Gobiidae,Elacatinus,inornatus,3.3,1,1,NA,NA,NA,HD,
46878,Gobiidae,Gobulus,hancocki,2.5,1,1,1,1,1,IM,Microinvertivores
46879,Gobiidae,Gobulus,crescentalis,6,1,1,1,1,1,IM,Microinvertivores
46892,Gobiidae,Gymneleotris,seminuda,5,1,1,1,1,1,IM,Microinvertivores
46894,Gobiidae,Elacatinus,puncticulatus,4.400000095,1,1,1,1,1,IM,
46896,Gobiidae,Elacatinus,digueti,3.200000048,1,1,1,1,1,IM,
46899,Tripterygiidae,Ceratobregma,acanthops,3.87,1,1,1,1,1,OM,
46902,Tripterygiidae,Ceratobregma,helenae,3.2,1,1,1,1,1,OM,
46907,Cyprinidae,Gobiosoma,nudum,4.5,1,1,1,1,1,IM,Microinvertivores
46922,Gobiesocidae,Tomicodon,humeralis,8.5,2,1,1,1,1,OM,
46923,Labridae,Pseudolabrus,gayi,9.729999542,2,1,NA,NA,NA,IM,Microinvertivores
46925,Tripterygiidae,Enneapterygius,bichrous,2.66,1,1,1,1,1,OM,
46927,Gobiesocidae,Tomicodon,eos,4,1,1,1,1,1,OM,
46929,Gobiesocidae,Tomicodon,boehlkei,6.5,1,1,1,1,1,OM,
46931,Tripterygiidae,Enneapterygius,gracilis,2.77,1,1,1,1,1,OM,
46934,Labridae,Pseudolabrus,biserialis,17.20000076,3,1,1,1,1,IM,Microinvertivores
46949,Labridae,Pseudolabrus,fuentesi,13.5,2,1,1,1,1,IM,Microinvertivores
46956,Labridae,Pseudolabrus,semifasciatus,22.2,3,1,1,1,1,IM,Macroinvertivores
46958,Tripterygiidae,Enneapterygius,kermadecensis,3.3,1,1,1,1,1,OM,
46959,Labridae,Pseudolabrus,torotai,15.8,3,2,1,1,1,IM,Microinvertivores
46963,Tripterygiidae,Enneapterygius,larsonae,3.48,1,1,1,1,1,OM,
46972,Tripterygiidae,Enneapterygius,mirabilis,2.7,1,1,1,1,1,OM,
46975,Labridae,Pictilabrus,laticlavius,30,4,2,1,1,1,IM,Microinvertivores
46980,Tripterygiidae,Enneapterygius,paucifasciatus,2.62,1,1,1,1,1,OM,
46983,Scorpaenidae,Scorpaena,cardinalis,18,3,1,3,1,1,FC,Crustacivores
46984,Tripterygiidae,Enneapterygius,pyramis,2.37,1,1,1,1,1,OM,
46987,Tripterygiidae,Enneapterygius,rhabdotus,2.7,1,1,1,1,1,OM,
4699,Holocentridae,Sargocentron,diadema,17,3,2,3,1,2,IM,Crustacivores
46998,Clinidae,Cristiceps,aurantiacus,22,3,1,1,1,1,IM,
47,Belonidae,Belone,belone,70,5,2,1,3,3,FC,
47002,Chironemidae,Chironemus,marmoratus,40,4,1,1,1,1,IM,
47018,Cheilodactylidae,Goniistius,fuscus,65,5,3,2,1,1,IM,
47036,Labridae,Austrolabrus,maculatus,12.55,2,2,1,1,1,IM,Microinvertivores
47037,Labridae,Eupetrichthys,angustipes,12.39999962,2,2,1,1,1,IM,Microinvertivores
47039,Gobiidae,Amblyeleotris,rhyax,7,2,1,1,1,1,IM,Microinvertivores
47041,Tripterygiidae,Enneapterygius,triserialis,3.68,1,1,1,1,1,OM,
47043,Gobiidae,Amblyeleotris,macronema,8,2,1,1,1,1,IM,Microinvertivores
47045,Tripterygiidae,Enneapterygius,tutuilae,4,1,1,1,1,1,PK,
47046,Gobiidae,Amblyeleotris,latifasciata,13,2,1,1,1,1,IM,Microinvertivores
47048,Tripterygiidae,Enneapterygius,ziegleri,3.1,1,1,1,1,1,OM,
47059,Pomacanthidae,Centropyge,narcosis,5.510000229,1,1,NA,NA,NA,HD,sessile invertivores
4706,Plotosidae,Plotosus,lineatus,32,4,2,3,4,1,IM,
47069,Scaridae,Chlorurus,rhakoura,44.2,4,2,1,NA,1,HD,Herbivores Microvores Detritivores
4708,Haemulidae,Pomadasys,jubelini,60,5,2,2,4,2,IM,Macroinvertivores
47087,Tripterygiidae,Springerichthys,bapturus,6.5,1,1,1,1,1,HD,
47088,Tripterygiidae,Springerichthys,kulbickii,3,1,1,1,1,1,OM,
4709,Sillaginidae,Sillago,ciliata,51,5,3,NA,NA,NA,IM,Crustacivores
47159,Tripterygiidae,Helcogramma,novaecaledoniae,4.15,1,1,1,1,1,OM,
47183,Tripterygiidae,Lepidoblennius,haplodactylus,10.7,2,1,1,1,1,OM,
47188,Tripterygiidae,Norfolkia,leeuwin,3.9,1,1,1,1,1,OM,
47191,Tripterygiidae,Norfolkia,thomasi,4,1,1,1,1,1,OM,
47203,Tripterygiidae,Trinorfolkia,incisa,3.6,1,1,1,1,1,IM,
47204,Tripterygiidae,Ucla,xenogrammus,4.72,1,1,1,1,1,OM,
47246,Batrachoididae,Sanopus,astrifer,NA,1,1,NA,1,1,IM,
47265,Chaenopsidae,Acanthemblemaria,greenfieldi,NA,1,1,1,1,1,PK,
47267,Chaenopsidae,Emblemaria,caldwelli,NA,1,1,1,1,1,IM,
47269,Chaenopsidae,Emblemariopsis,leptocirris,NA,1,1,1,1,1,IM,
47270,Labrisomidae,Labrisomus,albigenys,NA,1,1,1,1,1,IM,
47271,Labrisomidae,Starksia,occidentalis,NA,1,1,1,1,1,IM,
47272,Labrisomidae,Starksia,elongata,2.269999981,1,1,1,1,1,IM,
47273,Labrisomidae,Starksia,guttata,4.572000027,1,1,1,1,1,IM,
47274,Gobiidae,Elacatinus,atronasus,NA,1,1,1,3,2,PK,Microinvertivores
47275,Gobiidae,Elacatinus,zebrellus,NA,1,1,1,3,1,IM,
4732,Acanthuridae,Acanthurus,polyzona,11,2,2,NA,NA,NA,HD,Herbivores Microvores Detritivores
4733,Acanthuridae,Acanthurus,nubilus,26,3,3,1,3,3,PK,Herbivores Microvores Detritivores
4734,Acanthuridae,Acanthurus,thompsoni,27,3,3,1,4,2,PK,Planktivores
4736,Acanthuridae,Acanthurus,guttatus,26,3,2,1,5,1,HD,Herbivores Microvores Detritivores
4737,Acanthuridae,Acanthurus,leucopareius,24,3,2,1,4,1,HD,Herbivores Microvores Detritivores
4738,Acanthuridae,Acanthurus,nigroris,25,3,1,1,3,1,HD,Herbivores Microvores Detritivores
47382,Blenniidae,Ecsenius,fijiensis,3.9,1,1,1,1,1,OM,Herbivores Microvores Detritivores
47384,Blenniidae,Ecsenius,isos,3.2,1,1,1,1,1,OM,Herbivores Microvores Detritivores
47385,Blenniidae,Ecsenius,lubbocki,4,1,1,1,1,1,OM,Herbivores Microvores Detritivores
47386,Blenniidae,Ecsenius,taeniatus,3.2,1,1,1,1,1,OM,Herbivores Microvores Detritivores
4739,Acanthuridae,Acanthurus,nigrofuscus,21,3,1,1,3,1,HD,Herbivores Microvores Detritivores
47393,Ophidiidae,Petrotyx,hopkinsi,20,3,1,3,1,1,IM,
47396,Chaenopsidae,Protemblemaria,bicirrus,4.5,1,1,1,1,1,IM,
47397,Chaenopsidae,Stathmonotus,culebrai,5,1,1,1,1,1,IM,
47398,Gobiidae,Chriolepis,lepidota,4,1,1,1,1,1,IM,Microinvertivores
4740,Acanthuridae,Acanthurus,sohal,40,4,2,NA,NA,NA,HD,Herbivores Microvores Detritivores
4741,Acanthuridae,Acanthurus,leucocheilus,45,4,2,1,3,1,HD,Herbivores Microvores Detritivores
4742,Acanthuridae,Acanthurus,pyroferus,25,3,1,1,1,1,HD,Herbivores Microvores Detritivores
4744,Acanthuridae,Acanthurus,olivaceus,35,4,2,1,4,1,HD,Herbivores Microvores Detritivores
4745,Acanthuridae,Acanthurus,fowleri,45,4,2,1,1,1,HD,Herbivores Microvores Detritivores
4746,Acanthuridae,Acanthurus,maculiceps,40,4,2,1,3,1,HD,Herbivores Microvores Detritivores
4747,Acanthuridae,Acanthurus,nigricauda,40,4,2,1,3,1,HD,Herbivores Microvores Detritivores
4748,Acanthuridae,Acanthurus,auranticavus,45,4,2,1,5,1,HD,Herbivores Microvores Detritivores
4749,Acanthuridae,Acanthurus,grammoptilus,35,4,2,1,3,1,HD,Herbivores Microvores Detritivores
4750,Acanthuridae,Acanthurus,blochii,45,4,2,1,3,1,HD,Herbivores Microvores Detritivores
47500,Antennariidae,nudiantennarius,subteres,7.5,2,1,3,1,1,FC,
47502,Antennariidae,Lophiocharon,lithinostomus,9.1,2,1,3,1,1,FC,
4761,Tetraodontidae,Lagocephalus,sceleratus,110,6,3,NA,1,2,IM,Crustacivores
47677,Ogcocephalidae,Ogcocephalus,vespertilio,30.5,4,1,NA,1,1,IM,
47813,Serranidae,Hypoplectrus,gemma,13,2,1,1,1,1,IM,Crustacivores
47862,Serranidae,Hypoplectrus,aberrans,13,2,1,1,1,1,IM,Crustacivores
47865,Pholidichthyidae,Pholidichthys,anguis,24,3,1,1,4,2,IM,
47872,Muraenidae,Uropterygius,genie,17.8,3,1,3,1,1,IM,Crustacivores
4806,Ambassidae,Ambassis,gymnocephalus,16,3,2,NA,NA,NA,PK,
4816,Mugilidae,Liza,macrolepis,60,5,3,NA,NA,NA,HD,
4817,Mugilidae,Valamugil,buchanani,100,6,3,NA,NA,NA,HD,
48175,Chaenopsidae,Emblemariopsis,signifera,2.519999981,1,1,1,1,1,IM,
4819,Mugilidae,Liza,subviridis,40,4,3,NA,NA,NA,HD,
4821,Mullidae,Upeneus,vittatus,28,3,3,1,4,1,IM,Crustacivores
4824,Sciaenidae,Otolithes,ruber,90,6,3,NA,NA,NA,IM,Piscivores
9217,Serranidae,Epinephelus,caninus,157,6,2,1,1,1,IM,Piscivores
48256,Labrisomidae,Starksia,brasiliensis,3.5,1,1,1,1,1,IM,
48257,Labrisomidae,Starksia,culebrae,NA,1,1,1,1,1,IM,
4826,Serranidae,Plectropomus,leopardus,120,6,2,1,1,1,FC,Piscivores
4827,Sphyraenidae,Sphyraena,jello,150,6,3,3,4,3,FC,
4829,Terapontidae,Terapon,theraps,30,3,3,NA,3,2,IM,
4832,Carapidae,Encheliophis,homei,19,3,1,3,1,1,OM,
4836,Apogonidae,Apogon,nigrofasciatus,10,2,1,3,4,2,PK,
4837,Apogonidae,Apogon,aureus,14.5,2,1,3,5,2,PK,
4838,Apogonidae,Apogon,fleurieu,12.5,2,1,3,4,2,PK,
4839,Apogonidae,Apogon,pselion,4,1,1,3,4,2,PK,
4840,Labridae,Paracheilinus,octotaenia,9,2,1,1,4,2,PK,Microinvertivores
4841,Labridae,Paracheilinus,lineopunctatus,6.5,1,1,1,4,2,PK,Microinvertivores
4842,Labridae,Paracheilinus,mccoskeri,8,2,1,1,4,2,PK,Microinvertivores
4843,Labridae,Paracheilinus,carpenteri,8,2,1,1,4,2,PK,Microinvertivores
4844,Labridae,Paracheilinus,filamentosus,15,3,1,1,4,2,PK,Microinvertivores
4845,Labridae,Paracheilinus,angulatus,7.5,2,1,1,4,2,PK,Microinvertivores
4846,Labridae,Paracheilinus,hemitaeniatus,8,2,1,1,4,2,PK,Microinvertivores
4847,Labridae,Pseudojuloides,argyreogaster,3.2,1,2,1,3,3,PK,Microinvertivores
4848,Labridae,Pseudojuloides,elongatus,14,2,2,1,3,1,IM,Microinvertivores
4849,Labridae,Pseudojuloides,atavai,13,2,2,1,3,3,PK,Microinvertivores
4850,Labridae,Pseudojuloides,pyrius,7.2,2,2,1,3,1,IM,Microinvertivores
4851,Labridae,Pseudojuloides,cerasinus,12.3,2,2,1,3,1,IM,Microinvertivores
4852,Labridae,Pseudojuloides,xanthomos,6.5,1,2,1,3,1,IM,Microinvertivores
4853,Labridae,Pseudojuloides,mesostigma,7,2,2,1,3,1,IM,Microinvertivores
4854,Labridae,Pseudojuloides,erythrops,10,2,2,1,3,1,IM,Microinvertivores
4855,Labridae,Halichoeres,chrysus,12,2,2,1,3,1,IM,Microinvertivores
4856,Labridae,Halichoeres,melasmapomus,24,3,2,1,1,1,IM,Microinvertivores
4857,Labridae,Halichoeres,argus,12,2,2,1,3,1,IM,Microinvertivores
4858,Labridae,Halichoeres,melanurus,12,2,2,1,3,1,IM,Microinvertivores
4859,Labridae,Halichoeres,chloropterus,19,3,2,1,1,1,IM,Microinvertivores
486,Ophidiidae,Brotula,barbata,94,6,1,1,1,1,IM,
4860,Labridae,Halichoeres,timorensis,12,2,2,1,3,1,IM,Microinvertivores
4861,Labridae,Halichoeres,podostigma,18.5,3,2,1,1,1,IM,Microinvertivores
4862,Labridae,Halichoeres,prosopeion,13,2,2,1,1,1,IM,Microinvertivores
