family,species,p4_m,p4_sd,p7_m,p7_sd,p2_m,p2_sd,p3_m,p3_sd,p8_m,p8_sd,p6_m,p6_sd,p1_m,p1_sd,p5_m,p5_sd,nentropy_m,nentropy_sd,sd_tot,trophic_guild_predicted,trophic_guild_predicted_text
Labridae,Cirrhilabrus_sanguineus,0.00306417,0.008367433,0.051787135,0.110774129,0.100781975,0.289736367,0.006918146,0.055443115,0.24710073,0.312462397,0.033105503,0.129271298,0.001079747,0.022104913,0.556162595,0.367296104,0.8660068,0.100543272,0.590847608,5,microinvertivore
Labridae,Novaculichthys_taeniourus,0.113765041,0.112470931,0.108744882,0.123950722,0.009617343,0.085047787,9.75E-04,0.005394917,0.112452277,0.146817513,0.420435845,0.312122531,5.60E-05,0.001526308,0.233953741,0.210495024,0.672745586,0.13805949,0.445603034,6,macroinvertivore
Labridae,Bodianus_vulpinus,0.108833212,0.140599077,0.087097426,0.136687329,0.115090232,0.314892556,9.39E-04,0.007457748,0.023384371,0.060511833,0.55592394,0.372835569,2.68E-05,5.62E-04,0.108704891,0.168458093,0.798218578,0.163987619,0.555617633,6,macroinvertivore
Labridae,Cirrhilabrus_rhomboidalis,0.005193583,0.011067457,0.053598419,0.10081812,0.109782435,0.303382539,0.004951135,0.049162309,0.232865554,0.29869616,0.06857317,0.1970954,5.24E-04,0.010934238,0.524511684,0.366124949,0.852684525,0.110069911,0.60578685,5,microinvertivore
Labridae,Iniistius_pavo,0.13687622,0.15250007,0.079307708,0.111647235,0.004496396,0.051969146,6.68E-04,0.004449077,0.05529678,0.098911508,0.622064052,0.315250339,1.02E-05,1.21E-04,0.101280909,0.138883482,0.751399395,0.156881823,0.408530123,6,macroinvertivore
Labridae,Iniistius_pentadactylus,0.08356891,0.090658869,0.104794792,0.126805794,0.015032014,0.111939245,0.00126715,0.006818527,0.17376626,0.197646335,0.347031678,0.306977145,9.31E-05,0.002780612,0.27444613,0.232477856,0.678717315,0.134974766,0.473527563,6,macroinvertivore
Labridae,Choerodon_margaritiferus,0.011411039,0.020542484,0.086915326,0.145289926,0.112759265,0.309051629,0.008532666,0.058298532,0.181294,0.261251247,0.074519272,0.182848511,9.97E-05,0.001368817,0.524468712,0.352772926,0.825839653,0.122878621,0.588709765,5,microinvertivore
Labridae,Iniistius_umbrilatus,0.030249135,0.042962488,0.107990969,0.162779701,0.151187547,0.350785549,0.003564116,0.026824374,0.133614633,0.219117097,0.185164143,0.284476801,8.02E-05,0.00126246,0.388149284,0.336496608,0.788588941,0.146150077,0.627920352,5,microinvertivore
Labridae,Cirrhilabrus_blatteus,0.026085594,0.036667644,0.12004514,0.175035403,0.091000492,0.27813675,0.003432825,0.031709632,0.148190666,0.236339016,0.164689689,0.265504883,1.84E-04,0.004097817,0.44637113,0.333091908,0.785001861,0.133356974,0.589629923,5,microinvertivore
Labridae,Xyrichtys_mundiceps,0.020798123,0.035447833,0.060189293,0.108146133,0.004306436,0.031052458,0.002893624,0.020977813,0.536035552,0.316772063,0.10708499,0.187097066,8.86E-04,0.017359702,0.267806029,0.266148755,0.782281756,0.122983153,0.469939177,8,planktivore
Labridae,Xyrichtys_blanchardi,0.049416573,0.07316953,0.078863989,0.124663486,0.005311876,0.04001357,0.002458175,0.016800332,0.331001409,0.304090174,0.309124116,0.314972344,6.05E-04,0.010516125,0.223218923,0.243029271,0.733447137,0.136378625,0.523096863,8,planktivore
Labridae,Xyrichtys_javanicus,0.038775661,0.059723641,0.073430722,0.123743204,0.006666525,0.049311563,0.0033562,0.026984847,0.35402508,0.318875602,0.293332818,0.316960334,6.23E-04,0.010745123,0.229789501,0.252994828,0.748699337,0.134412598,0.536941756,8,planktivore
Labridae,Xyrichtys_wellingtoni,0.003095909,0.007556146,0.03036483,0.075054348,0.005812532,0.047913112,0.004860506,0.042313061,0.571452562,0.344667821,0.031837228,0.10623414,0.002871279,0.036141874,0.349705154,0.325341376,0.854245457,0.098414323,0.49700217,8,planktivore
Labridae,Xyrichtys_martinicensis,0.023155518,0.039094961,0.066277106,0.115734715,0.005786334,0.043991589,0.0034408,0.025884584,0.412578739,0.329299271,0.191950791,0.266820098,0.001227928,0.020283106,0.295582784,0.286927589,0.768165484,0.126186721,0.529053903,8,planktivore
Labridae,Xyrichtys_victori,0.022127217,0.039921542,0.061886471,0.114560217,0.007733815,0.051102286,0.00477899,0.037347912,0.467593293,0.345142066,0.173497517,0.265602997,0.001669202,0.027262431,0.260713496,0.279338448,0.784859591,0.130337866,0.535878054,8,planktivore
Labridae,Xyrichtys_incandescens,0.045322318,0.066892411,0.075877865,0.12345622,0.005720357,0.042317516,0.002720987,0.020091627,0.326931973,0.308884447,0.32558036,0.323226188,4.87E-04,0.00925496,0.217359065,0.244643451,0.740517409,0.137218108,0.530783686,8,planktivore
Labridae,Xyrichtys_sanctaehelenae,0.051422658,0.077363233,0.073939232,0.120993627,0.006687076,0.046398655,0.002917427,0.02100256,0.287032344,0.300725992,0.394686828,0.345234164,0.001251825,0.025077546,0.182062609,0.224873618,0.748264243,0.143012057,0.532952389,6,macroinvertivore
Labridae,Cirrhilabrus_aurantidorsalis,0.007402798,0.013596682,0.077516598,0.144938828,0.088912198,0.274103187,0.004031599,0.027471668,0.213409376,0.285615964,0.07220219,0.194338698,2.09E-04,0.003253704,0.536316437,0.357860017,0.839563692,0.111209532,0.586939324,5,microinvertivore
Labridae,Cheilinus_lunulatus,0.126247581,0.155819488,0.095916957,0.147702702,0.060538522,0.229569613,7.99E-04,0.007078227,0.020914403,0.063624913,0.613931178,0.349736709,2.81E-05,8.47E-04,0.08162388,0.133830638,0.797736424,0.153542759,0.493075411,6,macroinvertivore
Labridae,Cymolutes_praetextatus,0.0527957,0.063882219,0.093947409,0.125071804,0.003098937,0.028779795,0.001697021,0.009757523,0.276500595,0.261049027,0.249718544,0.275966862,1.30E-04,0.002213886,0.322111686,0.258840757,0.70032385,0.123671408,0.481617194,5,microinvertivore
Labridae,Cymolutes_lecluse,0.041135093,0.051809467,0.088220637,0.121246196,0.00307753,0.028820529,0.001809804,0.010607232,0.315101161,0.276036078,0.195775615,0.248220077,1.99E-04,0.004092594,0.354681386,0.269745457,0.715144476,0.120057127,0.478452172,5,microinvertivore
Labridae,Cymolutes_torquatus,0.0527957,0.063882219,0.093947409,0.125071804,0.003098937,0.028779795,0.001697021,0.009757523,0.276500595,0.261049027,0.249718544,0.275966862,1.30E-04,0.002213886,0.322111686,0.258840757,0.70032385,0.123671408,0.481617194,5,microinvertivore
Labridae,Iniistius_aneitensis,0.073314447,0.085216579,0.097694911,0.127329568,0.002966299,0.026948153,0.001468826,0.008435635,0.214081115,0.230927707,0.349803184,0.311433973,6.83E-05,0.001269748,0.260602922,0.236157857,0.690354541,0.133281628,0.479961372,6,macroinvertivore
Labridae,Suezichthys_bifurcatus,0.005622882,0.010333267,0.063811147,0.126344663,0.148760917,0.347689303,0.002267859,0.019905804,0.262553701,0.319233117,0.026413769,0.104654901,6.63E-05,8.63E-04,0.490503393,0.366938865,0.857778038,0.105296118,0.620371783,5,microinvertivore
Labridae,Suezichthys_gracilis,0.027407277,0.036940433,0.114587125,0.165386456,0.150423912,0.350083834,0.001894278,0.01131362,0.189248939,0.260899513,0.09994396,0.195148895,3.43E-05,5.62E-04,0.416460201,0.33136516,0.78435786,0.139144823,0.606101308,5,microinvertivore
Labridae,Suezichthys_soelae,0.008289495,0.014203485,0.074102694,0.135508558,0.149384819,0.348492682,0.002156344,0.017313122,0.248209512,0.308565048,0.036272418,0.121399221,5.59E-05,7.60E-04,0.4815288,0.361820609,0.845100494,0.111361405,0.6173946,5,microinvertivore
Labridae,Suezichthys_arquatus,0.017588267,0.02591604,0.098232611,0.153901987,0.150232409,0.349648079,0.001985161,0.013205795,0.214241796,0.281599526,0.0682661,0.163924273,4.12E-05,6.28E-04,0.449412454,0.346377442,0.810877035,0.127113222,0.61068226,5,microinvertivore
Labridae,Suezichthys_aylingi,0.011875174,0.018959956,0.084925162,0.144113815,0.149862671,0.349110793,0.002068768,0.015195573,0.233134973,0.29676137,0.049019473,0.140234985,4.82E-05,6.90E-04,0.469065544,0.355604338,0.83064248,0.118097395,0.614349742,5,microinvertivore
Labridae,Suezichthys_caudavittatus,0.012741697,0.020055438,0.087198433,0.145829863,0.149942051,0.34921821,0.002053045,0.014814525,0.229949158,0.294252372,0.052007836,0.144286465,4.69E-05,6.79E-04,0.466060892,0.35416323,0.827378659,0.119572205,0.613739761,5,microinvertivore
Labridae,Suezichthys_devisi,0.019387908,0.028004341,0.1017433,0.156422107,0.150294946,0.349757827,0.00196544,0.012760699,0.209100024,0.2774185,0.074170186,0.170344106,3.96E-05,6.13E-04,0.44329858,0.343577948,0.805366361,0.12964778,0.609729295,5,microinvertivore
Labridae,Suezichthys_cyanolaemus,0.006981037,0.012349634,0.069377578,0.131452291,0.1491209,0.348155769,0.002203314,0.018424769,0.254755886,0.31355853,0.031485391,0.113631697,6.02E-05,8.00E-04,0.486015701,0.364244334,0.851042674,0.10849131,0.618780914,5,microinvertivore
Labridae,Halichoeres_tenuispinis,0.021426919,0.022579568,0.079514458,0.078393443,0.002962317,0.038248967,0.001344128,0.006616806,0.119678794,0.141124205,0.063349362,0.142405698,3.65E-05,6.27E-04,0.711687511,0.209205289,0.780934545,0.101544422,0.303520682,5,microinvertivore
Labridae,Pseudolabrus_sieboldi,0.058221795,0.050994838,0.117330338,0.098912851,0.002642273,0.032005176,0.001329962,0.006370303,0.087776514,0.110237247,0.158183073,0.207541834,2.14E-05,2.94E-04,0.574494675,0.220735259,0.692969828,0.111072645,0.342635582,5,microinvertivore
Labridae,Pseudolabrus_eoethinus,0.056533358,0.05332351,0.113595383,0.1040828,0.018254982,0.123169951,0.001581234,0.00987805,0.084200137,0.112089482,0.173970212,0.238482925,5.84E-05,0.001758282,0.551806275,0.244291068,0.705543356,0.122231178,0.397573155,5,microinvertivore
Labridae,Cirrhilabrus_lunatus,0.00491848,0.01134802,0.060993249,0.121726711,0.111136534,0.304940798,0.004705788,0.04658225,0.228471946,0.29784293,0.055291077,0.174175124,9.53E-04,0.023563493,0.533529889,0.363867828,0.856281497,0.107438352,0.601753592,5,microinvertivore
Labridae,Pseudolabrus_biserialis,0.038550211,0.038276749,0.099861283,0.099957066,0.006252839,0.056573506,0.002265116,0.01906659,0.099023486,0.130996225,0.142632538,0.239275228,1.29E-04,0.004214568,0.611285142,0.252167265,0.740653744,0.116502025,0.391202453,5,microinvertivore
Labridae,Halichoeres_kallochroma,0.012352118,0.025237661,0.068938536,0.112344098,0.149167182,0.348973863,0.012697873,0.087839663,0.188332307,0.270891255,0.083557162,0.198711627,1.59E-04,0.003173092,0.484796144,0.365329574,0.831907454,0.12327589,0.623779487,5,microinvertivore
Labridae,Oxycheilinus_nigromarginatus,0.011444669,0.026086594,0.073419065,0.127209202,0.119913044,0.312388305,0.008207325,0.066383749,0.210274834,0.286767093,0.108246481,0.236376816,0.001001423,0.02109116,0.467493158,0.361817242,0.82680182,0.122055962,0.623154768,5,microinvertivore
Labridae,Bodianus_sepiacaudus,0.00555316,0.011252866,0.059853351,0.115906502,0.101469079,0.291566044,0.002834397,0.024761639,0.282168386,0.323379083,0.057292798,0.171478533,2.20E-04,0.003321936,0.490608811,0.363450875,0.848567193,0.108115203,0.604376814,5,microinvertivore
Labridae,Notolabrus_fucicola,0.150829643,0.129824891,0.113781644,0.113797951,0.006025733,0.058363832,9.04E-04,0.004929675,0.029230678,0.056677475,0.494872408,0.304624103,3.67E-05,0.001043552,0.204319057,0.187559074,0.686908054,0.142920937,0.405490802,6,macroinvertivore
Labridae,Notolabrus_gymnogenis,0.07603409,0.067675076,0.12416546,0.114608686,0.00708754,0.060686182,0.001597318,0.008241453,0.073622072,0.106209015,0.239748202,0.274343127,5.01E-05,0.001139083,0.47769518,0.245771269,0.683357696,0.131241985,0.410384115,5,microinvertivore
Labridae,Pseudolabrus_guentheri,0.043256564,0.041700343,0.104473622,0.10356589,0.006500273,0.057166918,0.001786171,0.009278692,0.094429729,0.126738611,0.154448604,0.24614392,4.79E-05,6.58E-04,0.595057145,0.253112447,0.731962537,0.119174385,0.395644804,5,microinvertivore
Labridae,Pseudolabrus_gayi,0.007765321,0.01040146,0.05084444,0.070747415,0.007534184,0.067012186,0.002446389,0.018032165,0.147436536,0.180147156,0.052682903,0.170499658,3.03E-04,0.007396512,0.73098746,0.250638267,0.836987555,0.093335777,0.36650588,5,microinvertivore
Labridae,Notolabrus_parilus,0.067619565,0.061076747,0.120516199,0.112117006,0.006659628,0.05760532,0.001629343,0.008067163,0.077772432,0.110158483,0.214151628,0.266539625,3.46E-05,4.66E-04,0.511616591,0.248110118,0.693270788,0.129152608,0.405488785,5,microinvertivore
Labridae,Pictilabrus_brauni,0.003441561,0.005671686,0.034992134,0.057681708,0.008635846,0.075119098,0.002716607,0.022761057,0.175083441,0.209263114,0.032079543,0.137551657,1.73E-04,0.002855043,0.742878307,0.255548225,0.859768703,0.08570955,0.370870392,5,microinvertivore
Labridae,Pictilabrus_laticlavius,0.075937368,0.067609392,0.123876983,0.113756462,0.00668553,0.058288493,0.001634539,0.008665852,0.072639478,0.105207036,0.239352108,0.275547567,3.40E-05,4.51E-04,0.479840014,0.245944942,0.684749471,0.131837009,0.410448911,5,microinvertivore
Labridae,Notolabrus_tetricus,0.167205365,0.159248512,0.084743098,0.101535596,0.005254773,0.053907982,7.15E-04,0.007027237,0.014349414,0.03653951,0.623428461,0.298379228,1.41E-05,3.38E-04,0.104289382,0.142831632,0.75048906,0.140503993,0.386511717,6,macroinvertivore
Labridae,Halichoeres_signifer,0.004204674,0.0099882,0.043801715,0.085117403,0.172120028,0.370217099,0.005525075,0.038939935,0.205314641,0.278725184,0.033668982,0.128557736,1.67E-04,0.002855773,0.53519831,0.372683778,0.866673982,0.106019957,0.615660563,5,microinvertivore
Labridae,Thalassoma_heiseri,0.011533095,0.021246599,0.075037178,0.123948303,0.141484522,0.340158574,0.009135794,0.075577762,0.188678034,0.271750528,0.095842349,0.222227204,2.90E-04,0.006365483,0.477999436,0.360232214,0.83280793,0.122159761,0.624720338,5,microinvertivore
Labridae,Austrolabrus_maculatus,0.01622297,0.018834962,0.070539999,0.085196617,0.00800759,0.067367,0.002529149,0.020835142,0.125093009,0.158547751,0.080808733,0.20065364,8.11E-05,0.001201869,0.696717432,0.25280848,0.803864436,0.102444088,0.376694146,5,microinvertivore
Labridae,Halichoeres_melanotis,0.016340925,0.01738167,0.065620905,0.060864733,0.010305625,0.091020224,0.001634633,0.015521828,0.098903933,0.107288181,0.042678832,0.109635083,3.91E-04,0.012028568,0.764124073,0.181229728,0.804867544,0.095895963,0.262777002,5,microinvertivore
Labridae,Halichoeres_salmofasciatus,0.001827561,0.003377317,0.022557673,0.032868295,0.008631076,0.083264227,0.001699659,0.019375472,0.159357697,0.179975572,0.007807685,0.057586536,7.08E-04,0.019851294,0.797410169,0.205223425,0.877670006,0.071970299,0.294309727,5,microinvertivore
Labridae,Bodianus_bimaculatus,0.001936356,0.004134326,0.030848379,0.061666063,0.039481082,0.185528504,0.002362072,0.016974614,0.335721346,0.338010509,0.011788433,0.065142015,5.13E-04,0.017110132,0.577349348,0.352868209,0.870081561,0.088518672,0.530878588,5,microinvertivore
Labridae,Halichoeres_insularis,0.002587856,0.00401812,0.027453262,0.039806878,9.37E-04,0.0172882,0.001045244,0.005581311,0.151503702,0.168810633,0.004576205,0.019380538,1.65E-05,1.61E-04,0.811880618,0.178665419,0.872336857,0.073130279,0.250449114,5,microinvertivore
Labridae,Coris_atlantica,0.05647134,0.056760238,0.087904825,0.086670855,9.70E-04,0.009833064,0.001779935,0.01131458,0.044915088,0.069207674,0.313186292,0.250134478,1.38E-05,2.52E-04,0.494758773,0.232657047,0.70763623,0.107929263,0.363929382,5,microinvertivore
Labridae,Coris_julis,0.077869425,0.078119855,0.084409442,0.085669763,8.34E-04,0.009143237,0.001516469,0.010479714,0.029460996,0.050819063,0.474320705,0.274324469,3.05E-05,0.001076882,0.331558528,0.217946205,0.704030776,0.116854334,0.372791689,6,macroinvertivore
Labridae,Hologymnosus_longipes,0.09126249,0.095211892,0.065050702,0.075495561,5.42E-04,0.007234935,8.90E-04,0.00536396,0.014160548,0.029056159,0.665805346,0.251808061,3.82E-06,6.35E-05,0.162284957,0.156199249,0.750812989,0.136297625,0.321707584,6,macroinvertivore
Labridae,Hologymnosus_rhodonotus,0.080668282,0.077944443,0.080569127,0.08374317,7.40E-04,0.008815422,0.001263552,0.007238038,0.025175417,0.045207994,0.524089047,0.274334163,5.69E-06,8.37E-05,0.287489333,0.207673028,0.710886804,0.122792463,0.365580969,6,macroinvertivore
Labridae,Hologymnosus_annulatus,0.09126249,0.095211892,0.065050702,0.075495561,5.42E-04,0.007234935,8.90E-04,0.00536396,0.014160548,0.029056159,0.665805346,0.251808061,3.82E-06,6.35E-05,0.162284957,0.156199249,0.750812989,0.136297625,0.321707584,6,macroinvertivore
Labridae,Hologymnosus_doliatus,0.091695089,0.104182551,0.047305548,0.063550159,3.58E-04,0.00512571,5.50E-04,0.003417403,0.007095174,0.01698026,0.77198657,0.212555945,2.36E-06,4.41E-05,0.081007785,0.099735499,0.807861622,0.134764418,0.265228409,6,macroinvertivore
Labridae,Coris_auricularis,0.075664321,0.095928951,0.058726655,0.084941622,0.006701787,0.070788236,0.001132244,0.007858321,0.014951153,0.043278058,0.688735315,0.284210166,1.38E-05,3.70E-04,0.154074752,0.184766557,0.790651154,0.144793929,0.371856688,6,macroinvertivore
Labridae,Coris_picta,0.049905321,0.058269363,0.079142193,0.1015985,0.003892575,0.0428618,0.002158717,0.013385477,0.042526884,0.084008856,0.421496876,0.317440841,3.39E-05,9.82E-04,0.400843493,0.277790464,0.744323719,0.127414272,0.448027411,6,macroinvertivore
Labridae,Pseudolabrus_japonicus,0.052863382,0.067090598,0.112626098,0.156399898,0.17682381,0.375941854,0.001909346,0.012900854,0.069102011,0.141200634,0.281576156,0.330323386,3.33E-04,0.013900934,0.3047662,0.298745501,0.771347355,0.164415107,0.623661811,5,microinvertivore
Labridae,Minilabrus_striatus,0.001720514,0.005425735,0.031117183,0.081352995,0.231311228,0.41325642,0.003351757,0.027536399,0.231355384,0.305906938,0.019677911,0.098757416,0.001701149,0.025656876,0.479764875,0.386882515,0.88944361,0.097110519,0.657156989,5,microinvertivore
Labridae,Coris_bulbifrons,0.067799743,0.130742154,0.041859431,0.105585176,0.013699104,0.089744502,0.006947657,0.056046682,0.014017667,0.067063434,0.784543915,0.304348758,1.49E-04,0.002131797,0.070983867,0.162146145,0.880859328,0.136891267,0.403557473,6,macroinvertivore
Labridae,Coris_flavovittata,0.071444438,0.111745496,0.044369796,0.08656635,0.007334747,0.071206199,0.00157691,0.014544513,0.01010518,0.037054779,0.781112196,0.269009512,1.05E-05,1.71E-04,0.084046211,0.14808891,0.850668537,0.142879305,0.347753049,6,macroinvertivore
Labridae,Choerodon_sugillatum,0.058946384,0.071434949,0.128439696,0.166136021,0.096049554,0.288927643,0.003220892,0.028062628,0.08869969,0.165492625,0.315133491,0.330063979,5.62E-05,8.40E-04,0.3094541,0.282712058,0.746385911,0.154773862,0.57725876,6,macroinvertivore
Labridae,Coris_dorsomacula,0.091624768,0.116648704,0.072382449,0.10813928,0.005588192,0.060515016,0.003246627,0.021353592,0.020674444,0.05309929,0.517733928,0.340208697,3.63E-05,5.32E-04,0.288713301,0.26748521,0.76169914,0.136244204,0.468539411,6,macroinvertivore
Labridae,Pseudocoris_aurantiofasciata,0.033256321,0.052689141,0.070860666,0.108828433,0.003654878,0.037066978,0.004430915,0.029272682,0.057121758,0.115942401,0.337022243,0.318916449,4.94E-05,6.22E-04,0.493603821,0.300349353,0.773946865,0.119305452,0.471392711,5,microinvertivore
Labridae,Pseudocoris_heteroptera,0.032972005,0.050898292,0.070252476,0.106954296,0.003203561,0.033770457,0.004397937,0.029227558,0.057080045,0.115706816,0.337247418,0.318844771,4.86E-05,6.21E-04,0.494797957,0.300044559,0.773884793,0.119554349,0.470214558,5,microinvertivore
Labridae,Pseudocoris_yamashiroi,0.020765603,0.034469562,0.063924292,0.100022544,0.003589332,0.035085558,0.004932917,0.032392757,0.07451078,0.137978859,0.228225511,0.281253173,7.40E-05,8.86E-04,0.603977553,0.292804417,0.794705113,0.115309907,0.444240556,5,microinvertivore
Labridae,Coris_cuvieri,0.040382644,0.077619895,0.03615549,0.081274435,0.006566877,0.053596098,0.004504158,0.035556013,0.016778558,0.062825527,0.790900389,0.262060004,1.52E-04,0.00473377,0.104560287,0.172809423,0.86340903,0.13729486,0.345362348,6,macroinvertivore
Labridae,Pseudocoris_bleekeri,0.017519211,0.034363095,0.061520839,0.099419182,0.005722781,0.049627536,0.006667456,0.043915651,0.083809844,0.154718574,0.218841301,0.278170295,1.45E-04,0.002151928,0.60577375,0.296008434,0.799930459,0.113505611,0.452104685,5,microinvertivore
Labridae,Thalassoma_nigrofasciatum,0.037033737,0.050663496,0.106942975,0.155405787,0.218044551,0.404809819,0.002909926,0.026835692,0.110884131,0.197865296,0.193743532,0.280984046,4.72E-05,6.99E-04,0.33039397,0.31641888,0.781055863,0.160025394,0.639947652,5,microinvertivore
Labridae,Coris_formosa,0.063247822,0.114248764,0.025720366,0.056689176,0.001280875,0.020785396,9.31E-04,0.008571346,0.003906104,0.020049414,0.866239867,0.199767686,4.86E-06,7.06E-05,0.038668713,0.080866446,0.895125343,0.120734106,0.252230922,6,macroinvertivore
Labridae,Bodianus_prognathus,0.040894414,0.052673842,0.122403445,0.152801324,0.060274022,0.227262311,0.004004034,0.035700347,0.154801065,0.226245095,0.187051476,0.266157091,8.87E-05,0.002509611,0.430482852,0.309033125,0.743454002,0.135475574,0.54459128,5,microinvertivore
Labridae,Halichoeres_malpelo,0.020438853,0.033877788,0.080824982,0.118379376,0.160092857,0.358296276,0.003805684,0.032400708,0.144193349,0.229282542,0.136352834,0.254393168,6.64E-04,0.022367235,0.453627851,0.347552448,0.807429492,0.136479777,0.619004664,5,microinvertivore
Labridae,Halichoeres_semicinctus,0.054581972,0.072941227,0.046365677,0.07452753,0.004955127,0.061551749,7.50E-04,0.01133443,0.009218804,0.023694065,0.791383501,0.218861395,5.91E-06,8.14E-05,0.092738604,0.121688792,0.827324247,0.128659003,0.279395329,6,macroinvertivore
Labridae,Bodianus_loxozonus,0.132677051,0.153456991,0.097126923,0.144099446,0.045133144,0.202481825,0.001263678,0.012185565,0.02913459,0.077125108,0.598909954,0.344061833,2.19E-05,4.86E-04,0.09573276,0.147328183,0.778796237,0.157533203,0.481137956,6,macroinvertivore
Labridae,Halichoeres_pictus,0.012704399,0.017933113,0.056129079,0.072060432,0.007289688,0.070307909,0.002598557,0.016524435,0.081965799,0.128951047,0.287413506,0.275881688,2.52E-04,0.007188809,0.55164719,0.274256712,0.770513052,0.107529112,0.422774246,5,microinvertivore
Labridae,Cirrhilabrus_johnsoni,0.001868581,0.004795548,0.040218219,0.092746514,0.120429414,0.315536215,0.005543336,0.043604384,0.229384467,0.308884938,0.027468707,0.122882439,9.96E-04,0.019096836,0.574090975,0.375395236,0.88154526,0.095289722,0.601569306,5,microinvertivore
Labridae,Halichoeres_dispilus,0.027836048,0.040256345,0.044242593,0.067548039,0.009785671,0.092966983,9.60E-04,0.005424683,0.020023948,0.047760674,0.728715909,0.257348816,1.09E-04,0.004188523,0.16832685,0.18926333,0.820483899,0.125236008,0.345258229,6,macroinvertivore
Labridae,Cirrhilabrus_condei,0.003535444,0.006387644,0.045626433,0.085579405,0.136264987,0.335877881,0.006269728,0.05256387,0.22594478,0.303921516,0.035364698,0.133887616,8.65E-04,0.022857893,0.546128967,0.375226017,0.869089791,0.101972883,0.61200717,5,microinvertivore
Labridae,Halichoeres_sazimai,0.025760813,0.034173203,0.051958692,0.070910474,0.005305753,0.05861028,0.001348351,0.00747496,0.031007303,0.063124497,0.635947838,0.280664761,4.94E-05,0.001339941,0.248621895,0.22545775,0.789464043,0.122573045,0.378520205,6,macroinvertivore
Labridae,Halichoeres_bathyphilus,0.027082903,0.036959856,0.048751613,0.069085186,0.005146467,0.058019723,0.0011692,0.006419068,0.025609254,0.055084597,0.682880361,0.268007693,4.47E-05,0.001278649,0.209315469,0.208057445,0.801717278,0.124778496,0.35734893,6,macroinvertivore
Labridae,Halichoeres_socialis,7.95E-04,0.001428764,0.018037318,0.032685331,0.005543089,0.056089375,0.003851918,0.025553615,0.191775825,0.246615921,0.022627842,0.081444186,6.30E-04,0.012201921,0.756738537,0.262299009,0.878572049,0.084417136,0.375861147,5,microinvertivore
Labridae,Halichoeres_claudia,0.004996878,0.011534973,0.048138072,0.098803767,0.218061291,0.406149862,0.009091091,0.070116602,0.166730848,0.255475276,0.051011074,0.160133378,0.001562075,0.024772316,0.50040867,0.384102503,0.86827963,0.114318765,0.647169224,5,microinvertivore
Labridae,Coris_musume,0.036777965,0.057889968,0.092769252,0.144917613,0.188423334,0.38432654,0.006331487,0.05252301,0.088478773,0.181788416,0.27660735,0.341424579,1.25E-04,0.001997896,0.310487061,0.317456597,0.797701469,0.156159181,0.652087703,5,microinvertivore
Labridae,Halichoeres_dimidiatus,0.062271022,0.085109327,0.104823263,0.150265236,0.152008922,0.351600631,0.001900186,0.015059495,0.071384718,0.14899762,0.357095128,0.361324436,9.02E-05,0.001912751,0.250426571,0.27592428,0.772923804,0.165136509,0.618519632,6,macroinvertivore
Labridae,Halichoeres_nicholsi,0.011902663,0.033823068,0.010594137,0.032710313,0.001162589,0.026063642,4.19E-04,0.006093093,0.002799296,0.014492331,0.954427314,0.116029155,3.41E-06,4.21E-05,0.018691713,0.062805227,0.958945992,0.075141637,0.14334467,6,macroinvertivore
Labridae,Halichoeres_chierchiae,0.010320818,0.019558078,0.030533059,0.058989729,0.019616689,0.12843265,0.002453996,0.018996329,0.031845804,0.087737211,0.745267033,0.276677622,4.35E-05,6.23E-04,0.159919148,0.204668264,0.856868681,0.118024581,0.383217854,6,macroinvertivore
Labridae,Halichoeres_discolor,0.009079786,0.016873465,0.034611259,0.062964983,0.023743248,0.14357256,0.003298149,0.026329317,0.04640715,0.111633491,0.658132289,0.310261486,7.69E-05,0.001286074,0.224651236,0.246896185,0.835526421,0.118913852,0.441858826,6,macroinvertivore
Labridae,Halichoeres_rubrovirens,0.011609392,0.024887458,0.02238175,0.049969768,0.001960312,0.030822462,0.001295162,0.011676503,0.014020977,0.046019873,0.870402863,0.187382377,1.80E-05,2.08E-04,0.07831155,0.132596202,0.901026212,0.108631487,0.242929019,6,macroinvertivore
Labridae,Halichoeres_notospilus,0.011780861,0.026417532,0.019754441,0.046964793,0.001752786,0.029308086,0.001158298,0.01173705,0.010387911,0.036773264,0.89475928,0.170801147,1.39E-05,1.56E-04,0.060392554,0.11604784,0.915283611,0.103011152,0.218844077,6,macroinvertivore
Labridae,Halichoeres_adustus,0.007640616,0.013977741,0.039568203,0.067666723,0.004517705,0.044015984,0.00435669,0.031430442,0.069452286,0.1436058,0.549420848,0.333315878,1.58E-04,0.002942834,0.324885814,0.291680597,0.813414727,0.115666648,0.473822513,6,macroinvertivore
Labridae,Halichoeres_cyanocephalus,0.00690378,0.017994617,0.009634021,0.028267073,5.48E-04,0.007742471,6.30E-04,0.00542393,0.003831171,0.017110869,0.960237442,0.078594566,6.17E-06,7.41E-05,0.018210108,0.042597751,0.95926964,0.070042505,0.097450809,6,macroinvertivore
Labridae,Halichoeres_brasiliensis,0.009564866,0.029722092,0.009858296,0.03772657,7.72E-04,0.011822274,6.97E-04,0.006749454,0.003579439,0.03142523,0.961578202,0.096183306,8.91E-06,1.71E-04,0.013941637,0.048056499,0.96445489,0.069401507,0.122638688,6,macroinvertivore
